cluster_id,ligand_name,pdb_id,pose_rank,minimizedAffinity,CNNscore,CNNaffinity
110,OADMET-0006503,4ny9,3,-6.93158722,0.819286287,7.03298426
110,OADMET-0006503,4ny9,4,-7.51930904,0.796735644,6.42852592
110,OADMET-0006503,4ny9,5,-8.30554962,0.781465173,6.61437607
110,OADMET-0006503,4s0t,1,-8.53961372,0.796170652,6.87206507
110,OADMET-0006503,4s0t,2,-8.39637661,0.774694681,6.70580244
110,OADMET-0006503,4s0t,3,-6.88581324,0.74851054,6.34346247
110,OADMET-0006503,4s0t,4,-7.44977188,0.745357335,6.5076828
110,OADMET-0006503,4s0t,5,-7.79630613,0.739154339,6.73525429
110,OADMET-0006503,4x1f,1,-7.49639368,0.930264711,6.4894309
110,OADMET-0006503,4x1f,2,-6.87466002,0.91727972,6.50333405
110,OADMET-0006503,4x1f,3,-6.97800732,0.911449432,6.65076447
110,OADMET-0006503,4x1f,4,-8.16117764,0.797200739,6.56996012
110,OADMET-0006503,4x1f,5,-7.44704723,0.765552044,6.35460711
110,OADMET-0006503,4x1g,1,-8.07430458,0.943959415,6.79130936
110,OADMET-0006503,4x1g,2,-7.01692629,0.90307796,6.45262337
110,OADMET-0006503,4x1g,3,-7.15718412,0.900031507,6.46110153
110,OADMET-0006503,4x1g,4,-7.19214249,0.88993603,6.82382965
110,OADMET-0006503,4x1g,5,-7.58693743,0.884917915,6.44480562
110,OADMET-0006503,4xhd,1,-7.29755306,0.890822053,6.20462084
110,OADMET-0006503,4xhd,2,-6.89475489,0.890749276,6.97512817
110,OADMET-0006503,4xhd,3,-7.03184605,0.87564981,6.52877045
110,OADMET-0006503,4xhd,4,-8.53801346,0.844517171,6.71784639
110,OADMET-0006503,4xhd,5,-6.68728447,0.842947483,6.9495945
110,OADMET-0006503,5a86,1,-8.01277161,0.892028272,6.49340582
110,OADMET-0006503,5a86,2,-7.56187773,0.873679519,6.6574769
110,OADMET-0006503,5a86,3,-7.84162188,0.871252358,6.59163809
110,OADMET-0006503,5a86,4,-7.80376101,0.855827332,6.52887917
110,OADMET-0006503,5a86,5,-8.15644455,0.770114422,6.67157793
110,OADMET-0006503,5x0r,1,-7.05341196,0.922690749,6.39203215
110,OADMET-0006503,5x0r,2,-7.11039305,0.7787714,6.49548101
110,OADMET-0006503,5x0r,3,-7.83139229,0.762054801,6.42251968
110,OADMET-0006503,5x0r,4,-7.3075285,0.753549755,6.54884338
110,OADMET-0006503,5x0r,5,-7.29802322,0.745102942,6.1939621
110,OADMET-0006503,6bns,1,-8.07702065,0.852576554,6.62930822
110,OADMET-0006503,6bns,2,-6.84180641,0.833101332,6.09046936
110,OADMET-0006503,6bns,3,-6.62082052,0.825469315,6.06185007
110,OADMET-0006503,6bns,4,-6.68998384,0.811614871,6.44489622
110,OADMET-0006503,6bns,5,-6.57265091,0.798534811,5.93090582
110,OADMET-0006503,6dup,1,-7.28713179,0.879641116,6.98957586
110,OADMET-0006503,6dup,2,-8.61048889,0.878272355,6.72518873
110,OADMET-0006503,6dup,3,-7.17792654,0.871491611,6.81073618
110,OADMET-0006503,6dup,4,-6.3123312,0.867714942,6.73207092
110,OADMET-0006503,6dup,5,-7.70386839,0.857094288,6.56333542
110,OADMET-0006503,6hj2,1,-7.28878212,0.824398518,6.53701591
110,OADMET-0006503,6hj2,2,-6.70628881,0.814937472,6.24170732
110,OADMET-0006503,6hj2,3,-6.86867428,0.813759208,6.5057106
110,OADMET-0006503,6hj2,4,-7.14394665,0.80532372,6.43186522
110,OADMET-0006503,6hj2,5,-6.80392122,0.784640253,6.52404547
110,OADMET-0006503,6hty,1,-7.43556309,0.670532942,7.20979929
110,OADMET-0006503,6hty,2,-7.9031744,0.576349497,6.8659091
110,OADMET-0006503,6hty,3,-7.77843285,0.491708726,7.0398159
110,OADMET-0006503,6hty,4,-6.35848331,0.466679305,6.80544281
110,OADMET-0006503,6hty,5,-6.64988327,0.455830604,6.38881826
110,OADMET-0006503,6nx1,1,-7.27720213,0.682177901,7.0293746
110,OADMET-0006503,6nx1,2,-6.88155174,0.647749662,7.60363722
110,OADMET-0006503,6nx1,3,-7.09297276,0.615342736,7.77658987
110,OADMET-0006503,6nx1,4,-7.74166441,0.587489545,6.7745204
110,OADMET-0006503,6nx1,5,-7.54993057,0.510278225,6.97823763
110,OADMET-0006503,6p2b,1,-7.30934858,0.86970973,6.62954712
110,OADMET-0006503,6p2b,2,-7.36708927,0.844312549,6.90579224
110,OADMET-0006503,6p2b,3,-9.0304203,0.798279464,6.43556213
110,OADMET-0006503,6p2b,4,-7.83382797,0.798197985,6.76963377
110,OADMET-0006503,6p2b,5,-7.77268124,0.797944486,6.5287056
110,OADMET-0006503,6s41,1,-7.54388571,0.532185912,7.07192469
110,OADMET-0006503,6s41,2,-7.72868967,0.53200984,6.90881777
110,OADMET-0006503,6s41,3,-7.05175257,0.529878438,7.17997789
110,OADMET-0006503,6s41,4,-7.89986515,0.522283137,7.13209581
110,OADMET-0006503,6s41,5,-7.0160985,0.515744805,6.87160158
110,OADMET-0006503,6tfi,1,-6.39002132,0.845215321,6.43671656
110,OADMET-0006503,6tfi,2,-7.77600861,0.772250533,6.5327487
110,OADMET-0006503,6tfi,3,-7.27860689,0.722719073,6.39221716
110,OADMET-0006503,6tfi,4,-7.1549387,0.667229533,6.42789268
110,OADMET-0006503,6tfi,5,-7.49951601,0.666629434,6.14623117
110,OADMET-0006503,6xp9,1,-7.71427011,0.844871283,7.11684179
110,OADMET-0006503,6xp9,2,-6.3843441,0.738119602,6.60813284
110,OADMET-0006503,6xp9,3,-6.90754271,0.700373054,6.37962151
110,OADMET-0006503,6xp9,4,-7.57764149,0.671678662,7.26372576
110,OADMET-0006503,6xp9,5,-6.80488634,0.666987479,6.84089422
110,OADMET-0006503,7ax9,1,-7.61510181,0.87840718,6.86396265
110,OADMET-0006503,7ax9,2,-7.58245516,0.863319933,6.68666506
110,OADMET-0006503,7ax9,3,-6.51462269,0.747712076,6.50822973
110,OADMET-0006503,7ax9,4,-7.69194698,0.746529639,6.52455139
110,OADMET-0006503,7ax9,5,-7.44814491,0.704451501,6.45228243
110,OADMET-0006503,7axa,1,-8.1518755,0.917028248,6.9696331
110,OADMET-0006503,7axa,2,-8.4155283,0.880395412,6.87970018
110,OADMET-0006503,7axa,3,-7.43916845,0.878219783,6.89455938
110,OADMET-0006503,7axa,4,-8.94232464,0.872166038,6.87562037
110,OADMET-0006503,7axa,5,-7.48641539,0.869178236,6.58282232
110,OADMET-0006503,7axb,1,-7.05935574,0.917505264,6.54455709
110,OADMET-0006503,7axb,2,-7.22979689,0.891449451,7.2068038
110,OADMET-0006503,7axb,3,-7.32430649,0.840588987,6.93590212
110,OADMET-0006503,7axb,4,-7.42840433,0.80460757,6.7289772
110,OADMET-0006503,7axb,5,-7.40893793,0.799952447,6.71794176
110,OADMET-0006503,7axc,1,-7.62342787,0.8579247,6.55794382
110,OADMET-0006503,7axc,2,-7.43631029,0.842600763,6.42830896
110,OADMET-0006503,7axc,3,-6.89927769,0.805725873,6.59253883
110,OADMET-0006503,7axc,4,-8.04017639,0.766489685,6.51724243
110,OADMET-0006503,7axc,5,-6.75683165,0.731661677,6.47886276
110,OADMET-0006503,7axd,1,-7.43191051,0.964147568,6.66670227
110,OADMET-0006503,7axd,2,-7.91949701,0.916109979,6.69900465
110,OADMET-0006503,7axd,3,-7.68650532,0.825569868,6.50345612
110,OADMET-0006503,7axd,4,-7.2553196,0.820621669,6.47360182
110,OADMET-0006503,7axd,5,-6.85800219,0.803988218,6.53898096
110,OADMET-0006503,7axe,1,-8.7009325,0.865697443,6.85084486
110,OADMET-0006503,7axe,2,-6.99639463,0.847671688,7.1199441
110,OADMET-0006503,7axe,3,-6.93448353,0.829626501,7.22228813
110,OADMET-0006503,7axe,4,-6.21732712,0.826848149,6.90676737
110,OADMET-0006503,7axe,5,-7.83238173,0.825196087,6.70826387
110,OADMET-0006503,7axf,1,-7.97975445,0.947333753,7.13583899
110,OADMET-0006503,7axf,2,-7.57444191,0.9425174,7.07019615
110,OADMET-0006503,7axf,3,-7.55661678,0.942293346,7.02805519
110,OADMET-0006503,7axf,4,-7.66115952,0.905831754,6.85293436
110,OADMET-0006503,7axf,5,-7.15454388,0.901101232,6.89104843
110,OADMET-0006503,7axg,1,-7.66504383,0.856189251,7.49899626
110,OADMET-0006503,7axg,2,-7.05091619,0.686574101,7.4278245
110,OADMET-0006503,7axg,3,-7.30696964,0.631457329,6.72252607
110,OADMET-0006503,7axg,4,-7.47504854,0.629420936,7.17088127
110,OADMET-0006503,7axg,5,-7.63105011,0.570614696,6.85868979
110,OADMET-0006503,7axh,1,-7.62181187,0.879842639,6.72056627
110,OADMET-0006503,7axh,2,-7.30240488,0.867046118,6.58096695
110,OADMET-0006503,7axh,3,-8.04998302,0.853057444,6.88549995
110,OADMET-0006503,7axh,4,-7.36846781,0.843115509,6.74263716
110,OADMET-0006503,7axh,5,-7.63961363,0.824389398,6.56902122
110,OADMET-0006503,7axi,1,-7.2301116,0.751411378,7.39113188
110,OADMET-0006503,7axi,2,-8.27223682,0.660637259,6.66175079
110,OADMET-0006503,7axi,3,-8.03580189,0.584983706,6.99407816
110,OADMET-0006503,7axi,4,-6.79869938,0.542877257,6.68635702
110,OADMET-0006503,7axi,5,-6.98287868,0.507793069,6.90204287
110,OADMET-0006503,7axj,1,-7.96586514,0.597869217,6.70353842
110,OADMET-0006503,7axj,2,-7.75844622,0.55154109,6.45679474
110,OADMET-0006503,7axj,3,-6.77294683,0.541711628,6.84710932
110,OADMET-0006503,7axj,4,-7.79589605,0.53797549,6.68968773
110,OADMET-0006503,7axj,5,-6.79605818,0.500308573,6.4870491
110,OADMET-0006503,7axk,1,-7.91628456,0.621181965,7.04282999
110,OADMET-0006503,7axk,2,-7.66327477,0.522925258,6.90806913
110,OADMET-0006503,7axk,3,-7.98951244,0.431048632,6.70445681
110,OADMET-0006503,7axk,4,-7.25696421,0.38750571,6.5542798
110,OADMET-0006503,7axk,5,-8.12489986,0.380623549,6.6940937
110,OADMET-0006503,7axl,1,-7.17880964,0.623620629,7.36732292
110,OADMET-0006503,7axl,2,-7.5105114,0.476312011,6.88949347
110,OADMET-0006503,7axl,3,-7.16376829,0.472553432,6.88305807
110,OADMET-0006503,7axl,4,-6.69357204,0.465597212,7.0240922
110,OADMET-0006503,7axl,5,-6.81743813,0.431435376,6.60005999
110,OADMET-0006503,7n2a,1,-7.30803156,0.894137383,7.06901693
110,OADMET-0006503,7n2a,2,-7.18350554,0.851662695,6.96804762
110,OADMET-0006503,7n2a,3,-7.48096609,0.846748829,6.65444565
110,OADMET-0006503,7n2a,4,-7.61537886,0.836886525,6.69713974
110,OADMET-0006503,7n2a,5,-6.91339779,0.825849295,6.99853659
110,OADMET-0006503,7rio,1,-7.67921257,0.893034041,5.72326231
110,OADMET-0006503,7rio,2,-7.60794067,0.890293539,6.6454792
110,OADMET-0006503,7rio,3,-7.14255142,0.824538231,6.63571548
110,OADMET-0006503,7rio,4,-7.48192692,0.817459702,6.46329927
110,OADMET-0006503,7rio,5,-7.32004452,0.805343091,6.46615362
110,OADMET-0006503,7riu,1,-6.93093348,0.679966331,5.9733882
110,OADMET-0006503,7riu,2,-6.80503082,0.502280712,6.20451784
110,OADMET-0006503,7riu,3,-6.53086138,0.497378677,5.89055777
110,OADMET-0006503,7riu,4,-6.60113335,0.434942931,6.97763491
110,OADMET-0006503,7riu,5,-6.82239532,0.389885336,6.49875498
110,OADMET-0006503,7riv,1,-6.87620306,0.818111479,6.19708014
110,OADMET-0006503,7riv,2,-7.22450495,0.792845905,6.49282074
110,OADMET-0006503,7riv,3,-6.58039474,0.790391743,6.54879379
110,OADMET-0006503,7riv,4,-6.34755993,0.786471307,5.96386099
110,OADMET-0006503,7riv,5,-6.77648687,0.774954677,5.72299719
110,OADMET-0006503,7yfk,1,-7.43977165,0.814652801,6.98131561
110,OADMET-0006503,7yfk,2,-7.36152458,0.793377876,7.07908297
110,OADMET-0006503,7yfk,3,-7.33557224,0.737593174,6.88653326
110,OADMET-0006503,7yfk,4,-8.31064415,0.696456313,7.15367556
110,OADMET-0006503,7yfk,5,-7.03537083,0.618306935,7.1330924
110,OADMET-0006503,8cct,1,-7.34888744,0.881449342,6.60269022
110,OADMET-0006503,8cct,2,-8.06831455,0.83215338,6.57228851
110,OADMET-0006503,8cct,3,-7.92076111,0.817870378,6.58717299
110,OADMET-0006503,8cct,4,-7.18655634,0.81740427,6.7020812
110,OADMET-0006503,8cct,5,-7.90572739,0.813416779,6.50337458
110,OADMET-0006503,8cf9,1,-7.89620161,0.881973624,6.59557199
110,OADMET-0006503,8cf9,2,-7.41084623,0.860756934,6.69582129
110,OADMET-0006503,8cf9,3,-8.34795475,0.846044481,6.61437368
110,OADMET-0006503,8cf9,4,-7.56496906,0.804814398,6.56736135
110,OADMET-0006503,8cf9,5,-7.91545916,0.792872012,6.4196496
110,OADMET-0006503,8ch8,1,-6.62625074,0.687206209,7.20033264
110,OADMET-0006503,8ch8,2,-7.51450539,0.645185947,6.98652983
110,OADMET-0006503,8ch8,3,-7.27518415,0.622118235,7.04853678
110,OADMET-0006503,8ch8,4,-6.55069256,0.61645335,6.95633316
110,OADMET-0006503,8ch8,5,-6.81811762,0.608086288,6.99469948
110,OADMET-0006503,8e3n,1,-7.68597746,0.794485629,6.22641373
110,OADMET-0006503,8e3n,2,-7.72803879,0.779243827,5.80027342
110,OADMET-0006503,8e3n,3,-7.52811813,0.7747944,6.47532034
110,OADMET-0006503,8e3n,4,-7.10944557,0.746299326,6.74958277
110,OADMET-0006503,8e3n,5,-8.02995872,0.7026456,6.34319448
110,OADMET-0006503,8eqz,1,-6.87154627,0.896029592,7.06737089
110,OADMET-0006503,8eqz,2,-7.25205278,0.883506954,7.07899809
110,OADMET-0006503,8eqz,3,-6.98433924,0.850226223,6.12525749
110,OADMET-0006503,8eqz,4,-6.97881556,0.789895475,6.82059288
110,OADMET-0006503,8eqz,5,-7.48941135,0.787421882,6.35141611
110,OADMET-0006503,8f5y,1,-7.27615833,0.546144664,7.00795507
110,OADMET-0006503,8f5y,2,-7.17002201,0.53305912,6.83154297
110,OADMET-0006503,8f5y,3,-7.9726963,0.517737329,6.97771072
110,OADMET-0006503,8f5y,4,-6.7711792,0.482886404,7.38430262
110,OADMET-0006503,8f5y,5,-6.28315973,0.482765377,6.50924158
110,OADMET-0006503,8fpe,1,-6.76008987,0.631110311,7.6001277
110,OADMET-0006503,8fpe,2,-7.54906654,0.574296534,6.79661798
110,OADMET-0006503,8fpe,3,-7.40734959,0.551902831,6.78001261
110,OADMET-0006503,8fpe,4,-6.71197844,0.493781477,7.04135513
110,OADMET-0006503,8fpe,5,-7.37572527,0.490559638,6.75906324
110,OADMET-0006503,8r00,1,-6.70610332,0.753102064,7.0486989
110,OADMET-0006503,8r00,2,-7.07234144,0.692452073,7.0056901
110,OADMET-0006503,8r00,3,-6.94028616,0.665036321,7.16837502
110,OADMET-0006503,8r00,4,-6.49317265,0.630232871,7.73983765
110,OADMET-0006503,8r00,5,-6.53868532,0.626018524,6.73216963
110,OADMET-0006503,8r81,1,-8.50711155,0.92708987,7.04331827
110,OADMET-0006503,8r81,2,-7.86188984,0.899584591,6.80797386
110,OADMET-0006503,8r81,3,-7.37025213,0.897291899,6.80630112
110,OADMET-0006503,8r81,4,-8.40917969,0.889656723,6.62623215
110,OADMET-0006503,8r81,5,-8.04804707,0.887281239,6.80323792
110,OADMET-0006503,8r82,1,-7.46122503,0.932728589,6.89807892
110,OADMET-0006503,8r82,2,-8.31397724,0.928076267,6.73910666
110,OADMET-0006503,8r82,3,-6.99916458,0.833194852,6.70286703
110,OADMET-0006503,8r82,4,-5.75929117,0.812091768,6.7469306
110,OADMET-0006503,8r82,5,-5.55218935,0.806284368,6.79395103
110,OADMET-0006503,8svo,1,-7.21017504,0.9019894,7.02252197
110,OADMET-0006503,8svo,2,-7.27759266,0.861295342,6.75362778
110,OADMET-0006503,8svo,3,-7.19167662,0.828911781,6.91559172
110,OADMET-0006503,8svo,4,-7.47061825,0.810083866,6.39435196
110,OADMET-0006503,8svo,5,-7.02786875,0.807931662,6.49982977
110,OADMET-0006503,8svp,1,-6.72829056,0.870729923,6.75660753
110,OADMET-0006503,8svp,2,-7.38182592,0.847218633,6.21730375
110,OADMET-0006503,8svp,3,-7.21049738,0.793356717,6.842556
110,OADMET-0006503,8svp,4,-6.65703487,0.791091859,6.51158333
110,OADMET-0006503,8svp,5,-8.59834576,0.786846995,6.89171934
110,OADMET-0006503,8svq,1,-7.11495256,0.883486629,6.49522591
110,OADMET-0006503,8svq,2,-7.14147806,0.795504808,6.40373182
110,OADMET-0006503,8svq,3,-7.44100761,0.707609832,6.56774855
110,OADMET-0006503,8svq,4,-7.76947403,0.697436512,6.6307559
110,OADMET-0006503,8svq,5,-7.73306084,0.666780174,6.3335433
110,OADMET-0006503,8svr,1,-7.2089057,0.903576016,6.24545288
110,OADMET-0006503,8svr,2,-6.83501673,0.857879281,6.64112616
110,OADMET-0006503,8svr,3,-8.08829594,0.842262328,6.36946344
110,OADMET-0006503,8svr,4,-7.32542706,0.833560526,6.44523287
110,OADMET-0006503,8svr,5,-6.76481915,0.778734028,6.65644836
110,OADMET-0006503,8svs,1,-9.15675831,0.944019139,6.70844126
110,OADMET-0006503,8svs,2,-7.61241198,0.879011691,6.98449659
110,OADMET-0006503,8svs,3,-6.60619545,0.84942466,6.79574251
110,OADMET-0006503,8svs,4,-7.22076511,0.833917201,6.67398071
110,OADMET-0006503,8svs,5,-8.65437984,0.829018474,6.47753143
110,OADMET-0006503,8svt,1,-7.80663013,0.864140391,6.94188643
110,OADMET-0006503,8svt,2,-7.39118242,0.818437517,6.69380808
110,OADMET-0006503,8svt,3,-7.09258032,0.770625949,6.52755356
110,OADMET-0006503,8svt,4,-7.21941137,0.702008247,6.49157953
110,OADMET-0006503,8svt,5,-6.8831563,0.619655788,6.58832693
110,OADMET-0006503,8svx,1,-7.02970552,0.77865696,6.05870581
110,OADMET-0006503,8svx,2,-8.25912571,0.776018918,6.34707832
110,OADMET-0006503,8svx,3,-8.17031097,0.749576509,6.44612694
110,OADMET-0006503,8svx,4,-7.52008772,0.714951038,6.27512407
110,OADMET-0006503,8svx,5,-7.2140584,0.694098592,6.57083893
110,OADMET-0006503,8szv,1,-7.69042921,0.645577192,6.50914574
110,OADMET-0006503,8szv,2,-7.37943506,0.59644413,6.92438364
110,OADMET-0006503,8szv,3,-7.41601992,0.591225982,6.7776413
110,OADMET-0006503,8szv,4,-6.67811203,0.559454441,6.58565712
110,OADMET-0006503,8szv,5,-6.48614407,0.535592377,6.37708664
110,OADMET-0006503,9beq,1,-7.17359257,0.816181302,7.20046473
110,OADMET-0006503,9beq,2,-7.27880669,0.793164611,7.35004997
110,OADMET-0006503,9beq,3,-6.78493309,0.778874993,6.96051788
110,OADMET-0006503,9beq,4,-7.69369411,0.774130762,7.35512018
110,OADMET-0006503,9beq,5,-7.5854125,0.759248912,7.33985853
110,OADMET-0006503,9fzi,1,-8.40449715,0.913518846,6.64691687
110,OADMET-0006503,9fzi,2,-7.83081055,0.891902089,6.81018066
110,OADMET-0006503,9fzi,3,-7.05254221,0.874418557,6.79124022
110,OADMET-0006503,9fzi,4,-8.0433073,0.847522259,6.81736374
110,OADMET-0006503,9fzi,5,-7.32575512,0.837148726,6.42029428
110,OADMET-0006503,9fzj,1,-7.81338358,0.900231123,6.15149355
110,OADMET-0006503,9fzj,2,-8.14493561,0.892445207,6.50430346
110,OADMET-0006503,9fzj,3,-8.43071556,0.885142624,6.70899534
110,OADMET-0006503,9fzj,4,-8.04700184,0.879021525,6.83180761
110,OADMET-0006503,9fzj,5,-7.86659098,0.873733878,6.43761492
118,OADMET-0006495,1m13,1,-7.51795483,0.83295989,6.04217482
118,OADMET-0006495,1m13,2,-7.93004131,0.779379189,6.58765221
118,OADMET-0006495,1m13,3,-7.63115788,0.722137153,6.18030596
118,OADMET-0006495,1m13,4,-7.27307987,0.704847038,6.1844101
118,OADMET-0006495,1m13,5,-7.14970684,0.681129456,5.98613024
118,OADMET-0006495,1nrl,1,-7.70057487,0.804803729,6.53663874
118,OADMET-0006495,1nrl,2,-8.34025955,0.800172865,6.18972254
118,OADMET-0006495,1nrl,3,-8.6162138,0.792619467,5.95614481
118,OADMET-0006495,1nrl,4,-7.35351515,0.725777209,6.5258317
118,OADMET-0006495,1nrl,5,-8.52515888,0.721376657,5.79425573
118,OADMET-0006495,1skx,1,-6.63138342,0.892268717,5.31187439
118,OADMET-0006495,1skx,2,-7.26911879,0.882473588,6.84144592
118,OADMET-0006495,1skx,3,-7.63960505,0.852904975,6.03206396
118,OADMET-0006495,1skx,4,-6.39680719,0.837713003,5.59285498
118,OADMET-0006495,1skx,5,-8.14362431,0.807757318,5.753582
118,OADMET-0006495,2o9i,1,-9.20739555,0.599151492,6.39277792
118,OADMET-0006495,2o9i,2,-8.64897633,0.584019423,6.64057112
118,OADMET-0006495,2o9i,3,-8.55649281,0.573754311,6.83426857
118,OADMET-0006495,2o9i,4,-8.54691124,0.557340562,7.15761185
118,OADMET-0006495,2o9i,5,-7.56745815,0.454869181,6.25618362
118,OADMET-0006495,2qnv,1,-7.61160088,0.724779785,6.22798872
118,OADMET-0006495,2qnv,2,-7.27626038,0.72334528,5.63434935
118,OADMET-0006495,2qnv,3,-6.24674368,0.718162119,5.07825708
118,OADMET-0006495,2qnv,4,-7.00133276,0.681623995,5.70197344
118,OADMET-0006495,2qnv,5,-7.32610846,0.669486165,5.5897541
118,OADMET-0006495,3hvl,1,-8.88257408,0.835067034,6.03035307
118,OADMET-0006495,3hvl,2,-8.70670033,0.778283954,6.11803675
118,OADMET-0006495,3hvl,3,-7.89769411,0.759094775,5.87473917
118,OADMET-0006495,3hvl,4,-8.48586369,0.748044074,6.02654409
118,OADMET-0006495,3hvl,5,-7.87115002,0.725013375,6.26834869
118,OADMET-0006495,3r8d,1,-7.92325306,0.800833762,5.98928595
118,OADMET-0006495,3r8d,2,-7.84907246,0.770356059,6.30162191
118,OADMET-0006495,3r8d,3,-7.52737236,0.655935764,6.46354151
118,OADMET-0006495,3r8d,4,-8.24746513,0.581914008,5.86085892
118,OADMET-0006495,3r8d,5,-8.50842285,0.54326278,5.72237921
118,OADMET-0006495,4ny9,1,-8.86957169,0.881293416,6.25213575
118,OADMET-0006495,4ny9,2,-8.65170383,0.862506628,5.87997818
118,OADMET-0006495,4ny9,3,-9.73650646,0.836639702,5.66852999
118,OADMET-0006495,4ny9,4,-8.33985233,0.827435255,6.65641451
118,OADMET-0006495,4ny9,5,-8.49698257,0.769699991,6.71716452
118,OADMET-0006495,4s0t,1,-8.58710098,0.861409545,6.71905518
118,OADMET-0006495,4s0t,2,-8.13792515,0.851085901,6.90104914
118,OADMET-0006495,4s0t,3,-8.69327545,0.847786069,6.05451727
118,OADMET-0006495,4s0t,4,-9.14443207,0.846097052,6.36730719
118,OADMET-0006495,4s0t,5,-8.65960503,0.698058069,6.55551291
118,OADMET-0006495,4x1f,1,-8.84051514,0.840487599,6.0255599
118,OADMET-0006495,4x1f,2,-8.53927898,0.812875628,6.6676898
118,OADMET-0006495,4x1f,3,-8.49423885,0.792795002,6.10749054
118,OADMET-0006495,4x1f,4,-8.12567806,0.761126876,6.07626724
118,OADMET-0006495,4x1f,5,-7.93119192,0.744530201,6.41761255
118,OADMET-0006495,4x1g,1,-8.04069138,0.903637052,6.79142618
118,OADMET-0006495,4x1g,2,-7.57507086,0.84014082,6.40264845
118,OADMET-0006495,4x1g,3,-7.95744562,0.838726878,6.01383924
118,OADMET-0006495,4x1g,4,-8.00762463,0.8337273,6.69779158
118,OADMET-0006495,4x1g,5,-8.83825684,0.78357172,6.33082581
118,OADMET-0006495,4xhd,1,-8.6745882,0.908307195,6.36347437
118,OADMET-0006495,4xhd,2,-8.59842587,0.879982829,6.83434105
118,OADMET-0006495,4xhd,3,-7.68784666,0.869928718,6.3760314
118,OADMET-0006495,4xhd,4,-8.13411713,0.837449074,6.60841513
118,OADMET-0006495,4xhd,5,-9.88697052,0.809414148,6.23735619
118,OADMET-0006495,5a86,1,-8.66266727,0.652304351,5.97127867
118,OADMET-0006495,5a86,2,-7.9328227,0.611403763,6.07518768
118,OADMET-0006495,5a86,3,-7.96311665,0.586071312,6.01214743
118,OADMET-0006495,5a86,4,-7.83187962,0.563040972,5.6229744
118,OADMET-0006495,5a86,5,-7.85396862,0.561167598,5.81069565
118,OADMET-0006495,5x0r,1,-8.36372757,0.851559877,6.02324057
118,OADMET-0006495,5x0r,2,-7.04501772,0.818045199,5.77955008
118,OADMET-0006495,5x0r,3,-7.27759409,0.778363109,5.55380392
118,OADMET-0006495,5x0r,4,-7.52343655,0.764049053,6.26131058
118,OADMET-0006495,5x0r,5,-7.15693855,0.75256592,5.52985954
118,OADMET-0006495,6bns,1,-7.27967596,0.822208941,5.51659536
