status,wall_clock_s,wall_clock_h,host,size_mb,cluster_id,transform_name,is_complex
COMPLETED,,,qa-rtx6k-020.crc.nd.edu,2.6,238,rbfe_OCNT-2314792_solvent_OADMET-0006285_solvent,False
COMPLETED,4326.0,1.2016666666666667,qa-rtx6k-024.crc.nd.edu,2.6,238,rbfe_OCNT-2314792_solvent_OADMET-0006294_solvent,False
COMPLETED,,,gpu4002,2.4,238,rbfe_OCNT-2314792_solvent_OADMET-0006430_solvent,False
COMPLETED,,,gpu4006.chtc.wisc.edu,2.1,238,rbfe_OCNT-2314792_solvent_OADMET-0006445_solvent,False
COMPLETED,,,gpu4006.chtc.wisc.edu,4.0,255,rbfe_OADMET-0006351_complex_OCNT-2315472_complex,True
COMPLETED,4476.0,1.2433333333333334,ahlquist0000,3.3,255,rbfe_OADMET-0006351_solvent_OCNT-2315472_solvent,False
COMPLETED,13021.0,3.6169444444444445,qa-rtx6k-025.crc.nd.edu,11.2,256,rbfe_OADMET-0006564_complex_OADMET-0006160_complex,True
COMPLETED,24050.0,6.680555555555555,gpu2011,12.5,256,rbfe_OADMET-0006564_complex_OADMET-0006301_complex,True
COMPLETED,11050.0,3.0694444444444446,dbrundage-chtcgpu5000.chtc.wisc.edu,12.5,256,rbfe_OADMET-0006564_complex_OADMET-0006350_complex,True
COMPLETED,9850.0,2.736111111111111,zliu-chtcgpu5000.chtc.wisc.edu,12.5,256,rbfe_OADMET-0006564_complex_OADMET-0006494_complex,True
COMPLETED,,,gpu2011,4.0,256,rbfe_OADMET-0006564_complex_OADMET-0006555_complex,True
COMPLETED,2358.0,0.655,jcaicedogpu0000,3.4,256,rbfe_OADMET-0006564_solvent_OADMET-0006160_solvent,False
COMPLETED,4497.0,1.2491666666666668,mendel-g0002,2.0,256,rbfe_OADMET-0006564_solvent_OADMET-0006301_solvent,False
COMPLETED,,,gpu2011,1.5,256,rbfe_OADMET-0006564_solvent_OADMET-0006350_solvent,False
COMPLETED,2312.0,0.6422222222222222,zliu-chtcgpu5000.chtc.wisc.edu,3.3,256,rbfe_OADMET-0006564_solvent_OADMET-0006494_solvent,False
COMPLETED,2727.0,0.7575,gpu021,2.4,256,rbfe_OADMET-0006564_solvent_OADMET-0006555_solvent,False
COMPLETED,10364.0,2.878888888888889,gpu4006.chtc.wisc.edu,12.5,256,rbfe_OADMET-0006578_complex_OADMET-0006564_complex,True
COMPLETED,3869.0,1.0747222222222221,coba2000,3.4,256,rbfe_OADMET-0006578_solvent_OADMET-0006564_solvent,False
COMPLETED,10443.0,2.9008333333333334,dbrundage-chtcgpu5000.chtc.wisc.edu,12.5,256,rbfe_OCNT-2317222_complex_OADMET-0006311_complex,True
COMPLETED,10512.0,2.92,mrudolphgpu4000,12.5,256,rbfe_OCNT-2317222_complex_OADMET-0006494_complex,True
COMPLETED,2284.0,0.6344444444444445,gpu4006.chtc.wisc.edu,4.0,256,rbfe_OCNT-2317222_solvent_OADMET-0006311_solvent,False
COMPLETED,,,qa-rtx6k-020.crc.nd.edu,1.5,256,rbfe_OCNT-2317222_solvent_OADMET-0006494_solvent,False
COMPLETED,,,gpu4002,3.2,258,rbfe_OCNT-2318616_complex_OADMET-0006348_complex,True
COMPLETED,3149.0,0.8747222222222222,gpulab2001,4.1,258,rbfe_OCNT-2318616_solvent_OADMET-0006348_solvent,False
COMPLETED,12717.0,3.5325,gpulab2003,10.9,259,rbfe_OADMET-0006381_complex_OADMET-0006347_complex,True
COMPLETED,,,gpu4002,1.6,259,rbfe_OADMET-0006381_solvent_OADMET-0006347_solvent,False
COMPLETED,12162.0,3.3783333333333334,qa-rtx6k-037.crc.nd.edu,10.8,259,rbfe_OADMET-0006418_complex_OADMET-0006339_complex,True
COMPLETED,8629.0,2.3969444444444443,gpu4006.chtc.wisc.edu,12.1,259,rbfe_OADMET-0006418_complex_OADMET-0006381_complex,True
COMPLETED,5140.0,1.4277777777777778,dsigpu4000,3.4,259,rbfe_OADMET-0006418_solvent_OADMET-0006339_solvent,False
COMPLETED,3201.0,0.8891666666666667,gpu2011,3.3,259,rbfe_OADMET-0006418_solvent_OADMET-0006381_solvent,False
COMPLETED,17170.0,4.769444444444445,gitter0000,12.6,259,rbfe_OADMET-0006456_complex_OADMET-0006124_complex,True
COMPLETED,,,gpu4002,4.1,259,rbfe_OADMET-0006456_complex_OADMET-0006177_complex,True
COMPLETED,,,gpu019,1.8,259,rbfe_OADMET-0006456_complex_OADMET-0006347_complex,True
COMPLETED,,,gpu2011,1.8,259,rbfe_OADMET-0006456_complex_OADMET-0006438_complex,True
COMPLETED,2638.0,0.7327777777777778,rails04,2.4,259,rbfe_OADMET-0006456_solvent_OADMET-0006124_solvent,False
COMPLETED,3093.0,0.8591666666666666,gpu2008,3.4,259,rbfe_OADMET-0006456_solvent_OADMET-0006177_solvent,False
COMPLETED,2408.0,0.6688888888888889,mrudolphgpu4001,3.5,259,rbfe_OADMET-0006456_solvent_OADMET-0006347_solvent,False
COMPLETED,3599.0,0.9997222222222222,zliu-chtcgpu5000.chtc.wisc.edu,3.6,259,rbfe_OADMET-0006456_solvent_OADMET-0006438_solvent,False
COMPLETED,,,gpu4002,4.2,259,rbfe_OADMET-0006457_complex_OADMET-0006456_complex,True
COMPLETED,3287.0,0.9130555555555555,gpu4000,3.5,259,rbfe_OADMET-0006457_solvent_OADMET-0006456_solvent,False
COMPLETED,16766.0,4.657222222222222,gitter0000,12.3,259,rbfe_OADMET-0006529_complex_OADMET-0006173_complex,True
COMPLETED,9043.0,2.5119444444444445,gpu01,11.0,259,rbfe_OADMET-0006529_complex_OADMET-0006347_complex,True
COMPLETED,3959.0,1.0997222222222223,qa-rtx6k-030.crc.nd.edu,2.1,259,rbfe_OADMET-0006529_solvent_OADMET-0006173_solvent,False
COMPLETED,,,gpu4002,1.6,259,rbfe_OADMET-0006529_solvent_OADMET-0006347_solvent,False
COMPLETED,8934.0,2.4816666666666665,jcaicedogpu0000,12.2,259,rbfe_OADMET-0006550_complex_OADMET-0006418_complex,True
COMPLETED,2238.0,0.6216666666666667,blengerichgpu4000,3.4,259,rbfe_OADMET-0006550_solvent_OADMET-0006418_solvent,False
COMPLETED,11361.0,3.1558333333333333,gpulab2001,12.3,259,rbfe_OADMET-0006572_complex_OADMET-0006456_complex,True
COMPLETED,2346.0,0.6516666666666666,blengerichgpu4000,3.5,259,rbfe_OADMET-0006572_solvent_OADMET-0006456_solvent,False
COMPLETED,,,gpu4006.chtc.wisc.edu,1.8,259,rbfe_OCNT-2308531_complex_OADMET-0006438_complex,True
COMPLETED,3067.0,0.8519444444444444,gpu07,2.2,259,rbfe_OCNT-2308531_solvent_OADMET-0006438_solvent,False
COMPLETED,9854.0,2.737222222222222,gpu4006.chtc.wisc.edu,12.4,259,rbfe_OCNT-2309356_complex_OADMET-0006456_complex,True
COMPLETED,3875.0,1.0763888888888888,ahlquist0000,3.6,259,rbfe_OCNT-2309356_solvent_OADMET-0006456_solvent,False
COMPLETED,12902.0,3.5838888888888887,gpulab2001,12.4,259,rbfe_OCNT-2310934_complex_OADMET-0006456_complex,True
COMPLETED,2302.0,0.6394444444444445,gpu4000,3.6,259,rbfe_OCNT-2310934_solvent_OADMET-0006456_solvent,False
COMPLETED,,,gpu4002,3.2,265,rbfe_OCNT-2313188_complex_OADMET-0006341_complex,True
COMPLETED,2537.0,0.7047222222222222,dsigpu4001,4.4,265,rbfe_OCNT-2313188_solvent_OADMET-0006341_solvent,False
COMPLETED,10764.0,2.99,dbrundage-chtcgpu5000.chtc.wisc.edu,12.1,269,rbfe_OCNT-2315653_complex_OADMET-0006337_complex,True
COMPLETED,15510.0,4.308333333333334,gpu2005,12.1,269,rbfe_OCNT-2315653_complex_OADMET-0006346_complex,True
COMPLETED,4201.0,1.1669444444444443,gpu2011,3.3,269,rbfe_OCNT-2315653_solvent_OADMET-0006337_solvent,False
COMPLETED,,,vetsigian0001,1.4,269,rbfe_OCNT-2315653_solvent_OADMET-0006346_solvent,False
COMPLETED,,,gpu4003,3.8,273,rbfe_OADMET-0006338_complex_OADMET-0006512_complex,True
COMPLETED,2225.0,0.6180555555555556,zliu-chtcgpu5000.chtc.wisc.edu,3.3,273,rbfe_OADMET-0006338_solvent_OADMET-0006512_solvent,False
COMPLETED,,,gpu4006.chtc.wisc.edu,3.0,273,rbfe_OADMET-0006479_complex_OADMET-0006315_complex,True
COMPLETED,,,gpu2004,2.3,273,rbfe_OADMET-0006479_solvent_OADMET-0006315_solvent,False
COMPLETED,12913.0,3.5869444444444443,coba2000,12.0,273,rbfe_OADMET-0006512_complex_OADMET-0006333_complex,True
COMPLETED,,,gpu4002,1.6,273,rbfe_OADMET-0006512_complex_OADMET-0006479_complex,True
COMPLETED,2649.0,0.7358333333333333,3dd51df4d4e0,1.9,273,rbfe_OADMET-0006512_solvent_OADMET-0006333_solvent,False
COMPLETED,3298.0,0.9161111111111111,ahlquist0000,3.3,273,rbfe_OADMET-0006512_solvent_OADMET-0006479_solvent,False
COMPLETED,11574.0,3.215,vetsigian0001,10.6,273,rbfe_OCNT-2315483_complex_OADMET-0006479_complex,True
COMPLETED,3296.0,0.9155555555555556,qa-rtx6k-021.crc.nd.edu,1.9,273,rbfe_OCNT-2315483_solvent_OADMET-0006479_solvent,False
COMPLETED,,,gpu4006.chtc.wisc.edu,10.5,277,rbfe_OADMET-0006322_complex_OADMET-0006126_complex,True
COMPLETED,3257.0,0.9047222222222222,rails07,2.9,277,rbfe_OADMET-0006322_solvent_OADMET-0006126_solvent,False
COMPLETED,,,gpulab2003,5.0,277,rbfe_OADMET-0006329_complex_OADMET-0006316_complex,True
COMPLETED,2944.0,0.8177777777777778,gpu019,2.7,277,rbfe_OADMET-0006329_solvent_OADMET-0006316_solvent,False
COMPLETED,,,gpu4002,3.4,277,rbfe_OADMET-0006519_complex_OCNT-2318155_complex,True
COMPLETED,2724.0,0.7566666666666667,gpu06,2.7,277,rbfe_OADMET-0006519_solvent_OCNT-2318155_solvent,False
COMPLETED,,,gpu4003,3.4,277,rbfe_OADMET-0006560_complex_OADMET-0006509_complex,True
COMPLETED,,,gpu4006.chtc.wisc.edu,2.2,277,rbfe_OADMET-0006560_solvent_OADMET-0006509_solvent,False
COMPLETED,,,gpu4002,4.4,277,rbfe_OCNT-2318155_complex_OADMET-0006127_complex,True
COMPLETED,,,gpulab2003,3.4,277,rbfe_OCNT-2318155_complex_OADMET-0006214_complex,True
COMPLETED,,,gpulab2003,3.4,277,rbfe_OCNT-2318155_complex_OADMET-0006322_complex,True
COMPLETED,,,gpu06,3.4,277,rbfe_OCNT-2318155_complex_OADMET-0006329_complex,True
COMPLETED,,,gpu2011,3.4,277,rbfe_OCNT-2318155_complex_OADMET-0006509_complex,True
COMPLETED,,,ahlquist0000,3.4,277,rbfe_OCNT-2318155_complex_OCNT-2318048_complex,True
COMPLETED,,,gpu021,2.9,277,rbfe_OCNT-2318155_solvent_OADMET-0006127_solvent,False
COMPLETED,,,gpulab2001,2.2,277,rbfe_OCNT-2318155_solvent_OADMET-0006214_solvent,False
COMPLETED,3325.0,0.9236111111111112,rails15,2.8,277,rbfe_OCNT-2318155_solvent_OADMET-0006322_solvent,False
COMPLETED,3627.0,1.0075,gpu05,2.7,277,rbfe_OCNT-2318155_solvent_OADMET-0006329_solvent,False
COMPLETED,4064.0,1.1288888888888888,gpu03,2.7,277,rbfe_OCNT-2318155_solvent_OADMET-0006509_solvent,False
COMPLETED,2369.0,0.6580555555555555,dsigpu4001,4.2,277,rbfe_OCNT-2318155_solvent_OCNT-2318048_solvent,False
COMPLETED,,,gpu014,3.3,28,rbfe_OADMET-0006589_complex_OCNT-2309025_complex,True
COMPLETED,3023.0,0.8397222222222223,zliu-chtcgpu5000.chtc.wisc.edu,4.0,28,rbfe_OADMET-0006589_solvent_OCNT-2309025_solvent,False
COMPLETED,11417.0,3.171388888888889,gpu021,11.0,289,rbfe_OADMET-0006317_complex_OADMET-0006211_complex,True
COMPLETED,4099.0,1.138611111111111,gpu03,2.2,289,rbfe_OADMET-0006317_solvent_OADMET-0006211_solvent,False
COMPLETED,15639.0,4.344166666666666,gpu07,10.7,289,rbfe_OADMET-0006380_complex_OADMET-0006136_complex,True
COMPLETED,,,gpu4002,4.1,289,rbfe_OADMET-0006380_complex_OADMET-0006162_complex,True
COMPLETED,14761.0,4.1002777777777775,gpu03,10.9,289,rbfe_OADMET-0006380_complex_OADMET-0006211_complex,True
COMPLETED,3898.0,1.0827777777777778,gpu2004,3.3,289,rbfe_OADMET-0006380_solvent_OADMET-0006136_solvent,False
COMPLETED,3060.0,0.85,jcaicedogpu0000,3.4,289,rbfe_OADMET-0006380_solvent_OADMET-0006162_solvent,False
COMPLETED,,,gpu4000,1.5,289,rbfe_OADMET-0006380_solvent_OADMET-0006211_solvent,False
COMPLETED,13343.0,3.7063888888888887,qa-v100-010.crc.nd.edu,11.0,289,rbfe_OADMET-0006384_complex_OADMET-0006332_complex,True
COMPLETED,2739.0,0.7608333333333334,gpu05,2.2,289,rbfe_OADMET-0006384_solvent_OADMET-0006332_solvent,False
COMPLETED,,,zliu-chtcgpu5000.chtc.wisc.edu,4.0,289,rbfe_OADMET-0006407_complex_OADMET-0006211_complex,True
COMPLETED,,,gpu2011,1.7,289,rbfe_OADMET-0006407_complex_OADMET-0006332_complex,True
COMPLETED,3337.0,0.9269444444444445,coba2000,3.4,289,rbfe_OADMET-0006407_solvent_OADMET-0006211_solvent,False
COMPLETED,2236.0,0.6211111111111111,blengerichgpu4000,3.4,289,rbfe_OADMET-0006407_solvent_OADMET-0006332_solvent,False
COMPLETED,9900.0,2.75,blengerichgpu4000,12.3,289,rbfe_OADMET-0006446_complex_OADMET-0006380_complex,True
COMPLETED,,,gpulab2001,1.5,289,rbfe_OADMET-0006446_solvent_OADMET-0006380_solvent,False
COMPLETED,,,gpu2011,4.1,289,rbfe_OADMET-0006450_complex_OADMET-0006380_complex,True
COMPLETED,,,gpu4000,1.5,289,rbfe_OADMET-0006450_solvent_OADMET-0006380_solvent,False
COMPLETED,14675.0,4.076388888888889,gpu014,11.0,289,rbfe_OCNT-2317314_complex_OADMET-0006211_complex,True
COMPLETED,2679.0,0.7441666666666666,rails04,2.1,289,rbfe_OCNT-2317314_solvent_OADMET-0006211_solvent,False
COMPLETED,10694.0,2.9705555555555554,gpu021,10.5,297,rbfe_OADMET-0006309_complex_OCNT-2311752_complex,True
COMPLETED,3773.0,1.0480555555555555,gpu01,1.7,297,rbfe_OADMET-0006309_solvent_OCNT-2311752_solvent,False
