cluster_id,ligand_name,pdb_id,pose_rank,minimizedAffinity,CNNscore,CNNaffinity
A0063,OCNT-2318237,7riu,1,-9.68391228,0.725457191,6.98097038
A0063,OCNT-2318237,7axk,1,1.60244191,0.72372973,6.49077606
A0063,OCNT-2318237,3r8d,1,-7.03992653,0.721150815,6.09558868
A0063,OCNT-2318237,7n2a,1,-8.71524143,0.716614544,6.01015472
A0063,OCNT-2318237,8fpe,1,-9.13130093,0.713876009,6.43839645
A0063,OCNT-2318237,8cf9,1,19.2081089,0.710182369,5.04005575
A0063,OCNT-2318237,4x1f,1,-10.3453875,0.702915847,6.21200895
A0063,OCNT-2318237,7ax9,1,-9.03407955,0.70116061,6.00452042
A0063,OCNT-2318237,2o9i,1,9.62524605,0.693361223,7.19000244
A0063,OCNT-2318237,6dup,1,-8.49534416,0.691498578,6.40394402
A0063,OCNT-2318237,5a86,1,5.99410725,0.690604746,5.84839439
A0063,OCNT-2318237,8r00,1,-8.85366631,0.671112478,6.68361425
A0063,OCNT-2318237,8szv,1,1.37577403,0.645061255,5.47394991
A0063,OCNT-2318237,8svr,1,-9.69225025,0.644764602,6.13292885
A0063,OCNT-2318237,6bns,1,-9.13119793,0.639216959,5.88523293
A0063,OCNT-2318237,6xp9,1,-7.87672853,0.637212276,6.38203764
A0063,OCNT-2318237,7riv,1,-7.66343975,0.636082411,6.50106478
A0063,OCNT-2318237,7yfk,1,-2.85588145,0.612101793,6.07429457
A0063,OCNT-2318237,7axe,1,-8.91575527,0.604329705,6.35530996
A0063,OCNT-2318237,8eqz,1,-8.72494125,0.601155579,5.98759699
A0063,OCNT-2318237,8svq,1,-8.99415684,0.586484194,6.21594191
A0063,OCNT-2318237,8f5y,1,-8.85854816,0.585589051,6.7741046
A0063,OCNT-2318237,6nx1,1,-8.1423521,0.560377836,6.31385279
A0063,OCNT-2318237,6s41,1,39.6985283,0.551464736,6.39370203
A0063,OCNT-2318237,7axj,1,-6.48382521,0.536160886,6.57860708
A0063,OCNT-2318237,7axl,1,-7.41991949,0.509940267,6.63661051
A0063,OCNT-2318237,7axg,1,-5.53465605,0.509109497,6.93556023
A0063,OCNT-2318237,7axf,1,-8.01641846,0.497092783,5.98011398
A0063,OCNT-2318237,7axi,1,45.9906845,0.481930524,4.70869112
A0063,OCNT-2318237,9beq,1,-6.7641592,0.31039083,5.80738211
A0081,OCNT-2318111,1skx,1,-7.61633205,0.950551271,6.75559568
A0081,OCNT-2318111,4x1f,1,-8.03038597,0.923090458,6.58701897
A0081,OCNT-2318111,8svr,1,-7.65821505,0.920791686,6.35925913
A0081,OCNT-2318111,7axe,1,-8.67807007,0.913644314,6.6226387
A0081,OCNT-2318111,8r82,1,-8.66621494,0.906767786,6.45652342
A0081,OCNT-2318111,6tfi,1,-7.9057374,0.905431211,6.39416361
A0081,OCNT-2318111,6xp9,1,-7.26706982,0.902700245,7.05275869
A0081,OCNT-2318111,8svx,1,-7.13940907,0.899517655,6.31527185
A0081,OCNT-2318111,6hj2,1,-8.20533657,0.898143411,6.85370445
A0081,OCNT-2318111,7riu,1,-7.77324152,0.888564408,7.62759638
A0081,OCNT-2318111,8svs,1,-7.24783182,0.881110966,6.42523241
A0081,OCNT-2318111,8svp,1,-8.21998978,0.880427301,6.77728844
A0081,OCNT-2318111,7axf,1,-7.83781099,0.874788642,7.08972311
A0081,OCNT-2318111,6p2b,1,-7.52766466,0.86267662,6.59167624
A0081,OCNT-2318111,8cct,1,-6.97699881,0.850709677,6.47533417
A0081,OCNT-2318111,7axd,1,-8.07172203,0.846383333,6.31990576
A0081,OCNT-2318111,8svo,1,-7.19761992,0.832897842,6.45047569
A0081,OCNT-2318111,8cf9,1,-7.11937189,0.832024038,6.56299782
A0081,OCNT-2318111,8r81,1,-8.75893784,0.827051461,6.476336
A0081,OCNT-2318111,6dup,1,-7.40494728,0.82254678,6.47229052
A0081,OCNT-2318111,2qnv,1,-7.68558407,0.820954144,6.18972731
A0081,OCNT-2318111,8svt,1,-7.14777994,0.81718266,6.26166153
A0081,OCNT-2318111,7axa,1,-7.84140301,0.80973202,5.97476006
A0081,OCNT-2318111,8f5y,1,-7.42171621,0.789731801,7.28220606
A0081,OCNT-2318111,3r8d,1,-7.24438572,0.784222484,5.85045958
A0081,OCNT-2318111,9fzj,1,-7.82540464,0.782131433,5.9992466
A0081,OCNT-2318111,8ch8,1,-8.60718536,0.779804111,6.95480585
A0081,OCNT-2318111,7riv,1,-7.20319605,0.778740525,6.34048128
A0081,OCNT-2318111,7axc,1,-7.6595006,0.770046175,6.28637934
A0081,OCNT-2318111,7n2a,1,-8.44691849,0.769012868,6.04872322
A0081,OCNT-2318111,8svq,1,-7.53004789,0.768956125,5.93898582
A0081,OCNT-2318111,5x0r,1,-7.97656202,0.768613398,6.00998116
A0081,OCNT-2318111,7rio,1,-7.72670746,0.754980922,6.5392518
A0081,OCNT-2318111,8eqz,1,-6.89049673,0.754286289,5.63766861
A0081,OCNT-2318111,6hty,1,-7.61335993,0.750025272,7.39065027
A0081,OCNT-2318111,6bns,1,-6.86060143,0.734325647,5.62817764
A0081,OCNT-2318111,3hvl,1,-8.41937923,0.728781879,5.67534637
A0081,OCNT-2318111,7ax9,1,-7.45814848,0.722246468,5.7947464
A0081,OCNT-2318111,8fpe,1,-7.70053625,0.713600874,6.68728971
A0081,OCNT-2318111,9beq,1,-7.55408716,0.71173054,6.97221327
A0081,OCNT-2318111,1m13,1,-6.88856077,0.704143822,5.89139032
A0081,OCNT-2318111,7axj,1,-7.66673565,0.703452349,7.12212896
A0081,OCNT-2318111,7axb,1,-6.86621332,0.702955365,5.99700403
A0081,OCNT-2318111,4x1g,1,-7.11297226,0.696398616,6.35405111
A0081,OCNT-2318111,8e3n,1,-7.28373623,0.686966121,6.4022727
A0081,OCNT-2318111,9fzi,1,-8.38449764,0.686310768,5.69634581
A0081,OCNT-2318111,2o9i,1,-7.51476765,0.680315435,6.79675341
A0081,OCNT-2318111,1nrl,1,-8.55889034,0.671050429,5.68485022
A0081,OCNT-2318111,6nx1,1,-7.09123707,0.663720787,7.15248489
A0081,OCNT-2318111,5a86,1,-7.41953516,0.652447283,5.93528557
A0081,OCNT-2318111,7axg,1,-6.51840782,0.649036765,6.81178331
A0081,OCNT-2318111,4xhd,1,-6.83237362,0.646444976,6.10221529
A0081,OCNT-2318111,7axh,1,-7.25655746,0.64196521,6.18132019
A0081,OCNT-2318111,8szv,1,-7.86870384,0.583546817,6.98597383
A0081,OCNT-2318111,4s0t,1,-7.26141119,0.571790457,6.06211901
A0081,OCNT-2318111,7yfk,1,-7.99811649,0.553987145,6.92939758
A0081,OCNT-2318111,7axl,1,-7.33485746,0.548479319,6.58417892
A0081,OCNT-2318111,7axi,1,-6.7220645,0.517697036,6.44074583
A0081,OCNT-2318111,7axk,1,-6.64272451,0.477186322,6.898314
A0081,OCNT-2318111,4ny9,1,-8.4727335,0.454147458,5.40433741
A0081,OCNT-2318111,8r00,1,-7.86665916,0.410871059,6.59063482
A0081,OCNT-2318111,6s41,1,-7.03282738,0.367085844,6.4810791
A0165,OCNT-2317468,3r8d,1,-8.31523895,0.970407724,5.98082972
A0165,OCNT-2317468,7axf,1,-8.96585178,0.955681741,6.78025675
A0165,OCNT-2317468,7axa,1,-8.51531601,0.951308072,6.83444452
A0165,OCNT-2317468,5a86,1,-9.42235279,0.95097667,6.4957428
A0165,OCNT-2317468,8r82,1,-7.03735971,0.948709548,6.71948004
A0165,OCNT-2317468,6dup,1,-8.86875916,0.945002794,6.53151751
A0165,OCNT-2317468,5x0r,1,-8.44393921,0.925832272,6.35485315
A0165,OCNT-2317468,8svr,1,-8.28861141,0.924202085,6.4341011
A0165,OCNT-2317468,4x1f,1,-8.55069447,0.923447192,6.37924623
A0165,OCNT-2317468,1skx,1,-8.08810043,0.92338413,6.23712873
A0165,OCNT-2317468,9fzj,1,-7.99049282,0.917896807,6.69641542
A0165,OCNT-2317468,1nrl,1,-7.76047707,0.912189007,6.32783508
A0165,OCNT-2317468,3hvl,1,-8.05003262,0.911191225,6.72085714
A0165,OCNT-2317468,6bns,1,-7.49469423,0.908692777,6.30273199
A0165,OCNT-2317468,8svo,1,-8.00037861,0.908182323,6.26283312
A0165,OCNT-2317468,7axe,1,-8.25953674,0.906841874,6.80302668
A0165,OCNT-2317468,4x1g,1,-8.7490406,0.905978501,6.72427607
A0165,OCNT-2317468,9fzi,1,-8.78950882,0.905771375,6.28647852
A0165,OCNT-2317468,7n2a,1,-7.78774452,0.903428972,6.26895332
A0165,OCNT-2317468,4xhd,1,-8.14262581,0.900950313,6.45627069
A0165,OCNT-2317468,2qnv,1,-8.43244743,0.899993062,6.38101053
A0165,OCNT-2317468,8cct,1,-7.62364769,0.899899781,6.36691666
A0165,OCNT-2317468,7axh,1,-8.91521072,0.894698918,6.63324118
A0165,OCNT-2317468,7ax9,1,-8.04451752,0.894451201,6.41221952
A0165,OCNT-2317468,6p2b,1,-7.71851921,0.892083943,6.47946978
A0165,OCNT-2317468,8eqz,1,-8.20967293,0.878675878,6.63323641
A0165,OCNT-2317468,1m13,1,-8.53944683,0.870767534,6.29570198
A0165,OCNT-2317468,6xp9,1,-7.88353872,0.870197475,6.71444464
A0165,OCNT-2317468,8svp,1,-8.20121765,0.869404554,6.78194237
A0165,OCNT-2317468,7axb,1,-8.49378967,0.865873873,6.46790123
A0165,OCNT-2317468,7riv,1,-6.99880219,0.856952548,6.25107813
A0165,OCNT-2317468,6tfi,1,-8.12479019,0.85543406,6.41165352
A0165,OCNT-2317468,8svs,1,-8.1269865,0.85269177,6.63618088
A0165,OCNT-2317468,4s0t,1,-7.68422174,0.85116148,6.19982147
A0165,OCNT-2317468,7rio,1,-8.30985355,0.850245595,6.24484015
A0165,OCNT-2317468,8cf9,1,-9.26753044,0.847745419,6.41907644
A0165,OCNT-2317468,4ny9,1,-8.41563892,0.843351066,6.41338778
A0165,OCNT-2317468,8r81,1,-6.26784945,0.839657605,6.68349886
A0165,OCNT-2317468,7axc,1,-7.34821272,0.836949825,6.08853722
A0165,OCNT-2317468,8svt,1,-7.89976311,0.834423661,6.1063695
A0165,OCNT-2317468,7axk,1,-8.44480038,0.822495103,7.01085901
A0165,OCNT-2317468,2o9i,1,-8.35038471,0.818268239,7.28016424
A0165,OCNT-2317468,7yfk,1,-8.91795349,0.816297472,6.7564044
A0165,OCNT-2317468,8r00,1,-6.70685244,0.808401525,7.52744436
A0165,OCNT-2317468,7axg,1,-8.14360428,0.805777013,6.85475683
A0165,OCNT-2317468,8svq,1,-7.33724165,0.805322945,6.21614218
A0165,OCNT-2317468,6hj2,1,-7.75852299,0.804656446,6.31752157
A0165,OCNT-2317468,7axd,1,-7.22326326,0.802080214,6.52988482
A0165,OCNT-2317468,8f5y,1,-7.49202061,0.796489418,6.51394415
A0165,OCNT-2317468,6nx1,1,-8.80753231,0.754927814,7.55479193
A0165,OCNT-2317468,8svx,1,-8.06116772,0.754482448,6.05591059
A0165,OCNT-2317468,8ch8,1,-6.78008318,0.752830386,6.93251371
A0165,OCNT-2317468,6s41,1,-8.0829134,0.730035782,7.13073349
A0165,OCNT-2317468,7axi,1,-7.24228811,0.72476691,6.70802498
A0165,OCNT-2317468,8e3n,1,-7.84971905,0.721762478,5.98477173
A0165,OCNT-2317468,8szv,1,-8.42770863,0.716928899,6.95275736
A0165,OCNT-2317468,7riu,1,-7.40565062,0.715200245,7.12021112
A0165,OCNT-2317468,9beq,1,-8.35694408,0.656654477,6.80348253
A0165,OCNT-2317468,7axj,1,-8.05666256,0.63898313,6.4534812
A0165,OCNT-2317468,6hty,1,-7.27116394,0.623285055,7.12034035
A0165,OCNT-2317468,8fpe,1,-9.28126526,0.565669119,7.16826582
A0165,OCNT-2317468,7axl,1,-7.51158524,0.509602368,6.50353241
A0269,OCNT-2316634,4xhd,1,-7.57865477,0.892365694,6.66328621
A0269,OCNT-2316634,1nrl,1,-7.72422409,0.887171447,6.37538958
A0269,OCNT-2316634,8szv,1,-8.42135715,0.86913085,7.51023865
A0269,OCNT-2316634,8r82,1,-8.62561703,0.866488993,7.03951502
A0269,OCNT-2316634,7axf,1,-6.0392909,0.859631598,6.449121
A0269,OCNT-2316634,6hj2,1,-6.79840946,0.858287692,6.80026865
A0269,OCNT-2316634,2qnv,1,-7.33831406,0.85536772,6.12566614
A0269,OCNT-2316634,7axh,1,-7.17751837,0.849196076,6.78925323
A0269,OCNT-2316634,7axi,1,-8.12218761,0.849020064,7.70001268
A0269,OCNT-2316634,8r81,1,-8.45049572,0.848495185,7.04957056
A0269,OCNT-2316634,8svt,1,-6.90894794,0.845866024,6.73738337
A0269,OCNT-2316634,6bns,1,-7.56588221,0.843581676,6.22551203
A0269,OCNT-2316634,4x1g,1,-7.79548693,0.825237811,6.41511154
A0269,OCNT-2316634,8svp,1,-8.1586895,0.812699258,7.16593027
A0269,OCNT-2316634,7yfk,1,-8.07454491,0.810934901,7.57398224
A0269,OCNT-2316634,7axj,1,-6.85554123,0.799438238,7.6215682
A0269,OCNT-2316634,1skx,1,-8.54409504,0.798012137,6.99991083
A0269,OCNT-2316634,8svx,1,-7.6883769,0.794681132,6.90670538
A0269,OCNT-2316634,7axd,1,-7.54303932,0.793673873,6.22530222
A0269,OCNT-2316634,8eqz,1,-7.32740402,0.789613843,6.4082427
A0269,OCNT-2316634,8r00,1,-6.51458311,0.783508897,6.52368021
A0269,OCNT-2316634,7ax9,1,-7.56015062,0.782749712,6.49573135
A0269,OCNT-2316634,4ny9,1,-7.12266254,0.780878723,6.60458755
A0269,OCNT-2316634,9fzi,1,-7.40524721,0.779533446,6.40045929
A0269,OCNT-2316634,3r8d,1,-7.51060343,0.777706504,6.65844536
A0269,OCNT-2316634,8cf9,1,-7.69077015,0.773920655,6.16448355
A0269,OCNT-2316634,6tfi,1,-6.86587095,0.772117972,6.40098619
A0269,OCNT-2316634,5a86,1,-7.71663713,0.766108572,6.72314215
A0269,OCNT-2316634,7n2a,1,-7.0034194,0.756786585,6.48514414
A0269,OCNT-2316634,4x1f,1,-7.13277197,0.748349488,6.45599127
A0269,OCNT-2316634,4s0t,1,-7.22369957,0.745622337,6.45252752
A0269,OCNT-2316634,6p2b,1,-8.36470699,0.745022714,6.97723961
A0269,OCNT-2316634,7axg,1,-7.8677659,0.738355994,7.22240305
A0269,OCNT-2316634,9beq,1,-7.20116186,0.730574012,7.23607254
A0269,OCNT-2316634,8svs,1,-7.05498266,0.723043263,6.74714518
A0269,OCNT-2316634,1m13,1,-7.21739244,0.716034353,6.47646666
A0269,OCNT-2316634,7axc,1,-7.2857151,0.715830326,6.3151412
A0269,OCNT-2316634,7axa,1,-7.32606125,0.704532444,6.69747782
A0269,OCNT-2316634,8cct,1,-6.5104537,0.698694587,6.76516771
A0269,OCNT-2316634,7axk,1,-7.03094101,0.693357348,7.00953054
A0269,OCNT-2316634,8svr,1,-7.31549597,0.688470006,6.75660276
A0269,OCNT-2316634,8fpe,1,-7.61867714,0.686482549,7.09221268
A0269,OCNT-2316634,7axb,1,-8.08289242,0.684725285,6.19979525
A0269,OCNT-2316634,3hvl,1,-7.77689791,0.681918621,6.4132905
A0269,OCNT-2316634,6xp9,1,-7.11365366,0.679990292,6.92946577
A0269,OCNT-2316634,8e3n,1,-6.64521551,0.673649788,5.86373758
A0269,OCNT-2316634,8svo,1,-7.65354252,0.666643441,6.29067278
A0269,OCNT-2316634,8ch8,1,-8.03737068,0.665603161,7.2127738
A0269,OCNT-2316634,8svq,1,-7.16945505,0.661293924,6.12756681
A0269,OCNT-2316634,7riu,1,-7.51759386,0.646171451,7.20093155
A0269,OCNT-2316634,6dup,1,-7.46472454,0.645275652,6.75863314
A0269,OCNT-2316634,5x0r,1,-7.58022165,0.637277484,6.27874994
A0269,OCNT-2316634,6s41,1,-8.14485264,0.62706387,7.51048851
A0269,OCNT-2316634,9fzj,1,-7.35608721,0.626577258,6.49671173
A0269,OCNT-2316634,7rio,1,-7.34281778,0.613891661,6.27165222
A0269,OCNT-2316634,7axe,1,-7.81430864,0.592554092,6.6178813
A0269,OCNT-2316634,2o9i,1,-7.08517551,0.591559589,6.88896418
A0269,OCNT-2316634,6hty,1,-7.47182322,0.591448307,7.5357852
A0269,OCNT-2316634,7axl,1,-7.43739748,0.570706904,7.2233429
A0269,OCNT-2316634,7riv,1,-7.72559929,0.530737221,5.90180063
A0269,OCNT-2316634,6nx1,1,-6.9957304,0.480969906,7.37063599
A0269,OCNT-2316634,8f5y,1,-7.29128027,0.408838004,6.62495375
A0305,OCNT-2316356,5x0r,1,-8.24799347,0.797236025,6.69841433
A0305,OCNT-2316356,8svp,1,-8.51816463,0.787982106,6.86605978
A0305,OCNT-2316356,3hvl,1,-10.1921692,0.777316272,6.81642294
A0305,OCNT-2316356,9beq,1,-7.51146936,0.742750227,7.22961807
A0305,OCNT-2316356,8r81,1,-10.1568909,0.742033124,6.88419294
A0305,OCNT-2316356,8r82,1,-9.83359814,0.73891753,7.23656034
A0305,OCNT-2316356,7axd,1,-7.9324789,0.715158582,6.79984808
A0305,OCNT-2316356,7axb,1,-9.16482162,0.697981298,6.50643492
A0305,OCNT-2316356,6hj2,1,-9.26725483,0.697854221,6.61665726
A0305,OCNT-2316356,4ny9,1,-8.41159821,0.68374455,6.18858099
A0305,OCNT-2316356,1nrl,1,-10.2694874,0.678610086,6.69782877
A0305,OCNT-2316356,8szv,1,-10.08078,0.675183952,7.58858299
A0305,OCNT-2316356,9fzj,1,-10.396636,0.665833354,6.62036514
A0305,OCNT-2316356,7axj,1,-8.49158669,0.665105343,6.89385462
A0305,OCNT-2316356,8svq,1,-8.24786758,0.661973894,6.58052444
A0305,OCNT-2316356,4x1g,1,-8.97537899,0.661684752,6.6418395
A0305,OCNT-2316356,2qnv,1,-7.72306061,0.661003172,6.65739107
A0305,OCNT-2316356,6p2b,1,-7.65744209,0.655877531,6.92518234
A0305,OCNT-2316356,6dup,1,-8.09259129,0.64806962,6.67185211
A0305,OCNT-2316356,8svt,1,-8.92440796,0.646393836,6.83156967
A0305,OCNT-2316356,8cct,1,-9.92900944,0.636066258,6.40878725
A0305,OCNT-2316356,8svs,1,-9.54243755,0.632141173,6.88105392
A0305,OCNT-2316356,8svr,1,-9.89159489,0.62437737,6.54149055
A0305,OCNT-2316356,8fpe,1,-9.81974888,0.614613831,7.01716232
A0305,OCNT-2316356,8cf9,1,-8.93465233,0.604152083,6.4408226
A0305,OCNT-2316356,4xhd,1,-8.46964073,0.603447795,6.42786741
A0305,OCNT-2316356,7riv,1,-8.63687325,0.602334023,6.41302299
A0305,OCNT-2316356,7axf,1,-7.84069777,0.597579896,6.8102169
A0305,OCNT-2316356,1skx,1,-9.10231304,0.585229576,6.43625593
A0305,OCNT-2316356,7axa,1,-6.59595585,0.583816707,6.64010429
A0305,OCNT-2316356,6xp9,1,-8.41086292,0.572637439,6.56056738
A0305,OCNT-2316356,3r8d,1,-8.01064968,0.563916564,6.4044075
A0305,OCNT-2316356,8svo,1,-9.47849941,0.560129106,6.45444441
A0305,OCNT-2316356,7n2a,1,-8.80553055,0.558003545,6.59751129
A0305,OCNT-2316356,4s0t,1,-8.94440556,0.555779994,6.8360939
A0305,OCNT-2316356,7yfk,1,-7.62843943,0.554240763,7.1139884
A0305,OCNT-2316356,7riu,1,-8.80753517,0.552741408,7.24010849
A0305,OCNT-2316356,7ax9,1,-9.29885674,0.552534223,6.65679693
A0305,OCNT-2316356,9fzi,1,-9.52201843,0.552340627,6.38683748
A0305,OCNT-2316356,8eqz,1,-9.20193481,0.546261966,6.60446501
A0305,OCNT-2316356,7axc,1,-7.59497786,0.545280874,6.04236412
A0305,OCNT-2316356,7axe,1,16.9957561,0.544543028,5.7475028
A0305,OCNT-2316356,7rio,1,-8.31606674,0.53839761,6.30744696
A0305,OCNT-2316356,7axh,1,-8.03453159,0.526661694,6.0690136
A0305,OCNT-2316356,2o9i,1,-9.67405605,0.520180702,7.48189974
A0305,OCNT-2316356,4x1f,1,-8.98020458,0.517978311,6.15892982
A0305,OCNT-2316356,6nx1,1,-6.11096954,0.510283053,7.41316366
A0305,OCNT-2316356,6bns,1,-8.9450531,0.4999412,6.51936769
A0305,OCNT-2316356,8ch8,1,-4.63792229,0.493158758,6.80810976
A0305,OCNT-2316356,6s41,1,-9.08486271,0.489778548,7.85172653
A0305,OCNT-2316356,6tfi,1,-5.42405224,0.487667739,6.04691315
A0305,OCNT-2316356,8svx,1,-8.98965645,0.486902356,6.7127018
A0305,OCNT-2316356,7axi,1,-9.34326839,0.486564428,6.9400897
A0305,OCNT-2316356,7axk,1,-9.57342625,0.472966313,7.02195024
A0305,OCNT-2316356,7axl,1,-9.87804413,0.462672293,7.06521845
A0305,OCNT-2316356,5a86,1,-8.96678829,0.456248552,6.06770754
A0305,OCNT-2316356,8f5y,1,-7.57785034,0.450819522,7.19719458
A0305,OCNT-2316356,8e3n,1,-8.64959049,0.445242912,6.07677507
A0305,OCNT-2316356,7axg,1,-7.65924597,0.43555209,7.20650339
A0305,OCNT-2316356,8r00,1,-6.43295574,0.415407419,7.2088151
A0305,OCNT-2316356,1m13,1,-8.03702831,0.407324314,6.41117859
A0305,OCNT-2316356,6hty,1,-7.72667503,0.364420146,7.0762825
A0399,OCNT-2315710,4x1g,1,-9.28182507,0.860543489,6.36937666
A0399,OCNT-2315710,6tfi,1,-9.2016201,0.84820205,6.61155701
A0399,OCNT-2315710,9fzj,1,-9.18992615,0.845326602,6.18606043
A0399,OCNT-2315710,8e3n,1,-9.502244,0.844421923,6.32460451
A0399,OCNT-2315710,4x1f,1,-8.98840237,0.844378233,6.32103777
A0399,OCNT-2315710,8svq,1,-8.47614098,0.84187001,6.45692873
A0399,OCNT-2315710,6bns,1,-7.75911951,0.830120921,6.19855642
A0399,OCNT-2315710,7axe,1,-9.05073547,0.824846089,6.25344706
A0399,OCNT-2315710,8cct,1,-8.30691242,0.814388394,6.6344924
A0399,OCNT-2315710,7riv,1,-8.18661213,0.802925229,6.08146715
A0399,OCNT-2315710,7axc,1,-9.31188679,0.801828861,6.36414766
A0399,OCNT-2315710,2qnv,1,-8.06064987,0.798407733,5.62932158
A0399,OCNT-2315710,8svr,1,-8.44072533,0.798245072,6.41443396
A0399,OCNT-2315710,8r81,1,-8.79396248,0.795241117,6.24893332
A0399,OCNT-2315710,1skx,1,-6.28372669,0.788408637,5.31283188
A0399,OCNT-2315710,1nrl,1,-9.08598804,0.77728641,6.17525101
A0399,OCNT-2315710,1m13,1,-8.44061852,0.774508357,5.73375893
A0399,OCNT-2315710,7axb,1,-8.26935291,0.772538006,6.37575674
A0399,OCNT-2315710,8svs,1,-9.99509525,0.771393478,6.53179026
A0399,OCNT-2315710,9fzi,1,-9.36931133,0.767678976,6.53796911
A0399,OCNT-2315710,8svx,1,-8.55008888,0.75072062,6.1148963
A0399,OCNT-2315710,8eqz,1,-8.85881519,0.749919236,6.11275673
A0399,OCNT-2315710,6p2b,1,-9.4586153,0.746238708,6.33696985
A0399,OCNT-2315710,8svp,1,-7.90721607,0.744037151,6.34611511
A0399,OCNT-2315710,7ax9,1,-8.73110104,0.742057323,6.22611189
A0399,OCNT-2315710,7axh,1,-7.92151499,0.73982513,5.80315161
A0399,OCNT-2315710,7axf,1,-8.98364449,0.738874555,6.2080102
A0399,OCNT-2315710,8svo,1,-8.07928562,0.737554133,6.47439194
A0399,OCNT-2315710,8r82,1,-8.70822811,0.731985152,6.73417139
A0399,OCNT-2315710,3hvl,1,-8.8733778,0.730991423,6.0641284
A0399,OCNT-2315710,8cf9,1,-8.93811417,0.715321422,6.06000948
A0399,OCNT-2315710,7axd,1,-8.08973885,0.707075417,5.98335695
A0399,OCNT-2315710,6dup,1,-9.160079,0.698500454,6.60820961
A0399,OCNT-2315710,8svt,1,-7.71890736,0.695057631,6.51372671
A0399,OCNT-2315710,6hj2,1,-8.55194473,0.691254318,6.51501083
A0399,OCNT-2315710,4s0t,1,-8.5048151,0.686571717,6.48254728
A0399,OCNT-2315710,5a86,1,-8.833004,0.681604505,6.32937384
A0399,OCNT-2315710,5x0r,1,-7.53478098,0.681541145,6.22257805
A0399,OCNT-2315710,3r8d,1,-6.71541595,0.669435978,5.67052889
A0399,OCNT-2315710,7rio,1,-8.23022842,0.657578468,6.43293762
A0399,OCNT-2315710,8ch8,1,-6.32265377,0.647015452,6.83930969
A0399,OCNT-2315710,7axl,1,-8.8010006,0.632670581,6.61697149
A0399,OCNT-2315710,4xhd,1,-8.81116295,0.615772426,5.95554113
A0399,OCNT-2315710,8r00,1,-7.04834461,0.602923393,6.6227212
A0399,OCNT-2315710,7n2a,1,-8.44877911,0.598269224,6.18348837
A0399,OCNT-2315710,9beq,1,-6.83956289,0.589500844,6.9091773
A0399,OCNT-2315710,4ny9,1,-9.36680031,0.586839974,6.05686569
A0399,OCNT-2315710,6xp9,1,-6.89001179,0.586228669,6.38535452
A0399,OCNT-2315710,6hty,1,-8.74083805,0.585633039,7.3068099
A0399,OCNT-2315710,8fpe,1,-8.90352154,0.569709361,7.35407591
A0399,OCNT-2315710,2o9i,1,-7.93628979,0.569403231,6.8440814
A0399,OCNT-2315710,7axi,1,-9.19298172,0.568976462,6.86725855
